year,hrs,count,site,species
2005,832.5,12,Cape May,Aquila chrysaetos
2004,857.43,11,Cape May,Aquila chrysaetos
2003,896.52,9,Cape May,Aquila chrysaetos
2002,895.8,11,Cape May,Aquila chrysaetos
2001,822.8,10,Cape May,Aquila chrysaetos
2000,859.33,10,Cape May,Aquila chrysaetos
2023,564,138,Detroit River,Aquila chrysaetos
2022,567.25,44,Detroit River,Aquila chrysaetos
2021,546,65,Detroit River,Aquila chrysaetos
2020,568,55,Detroit River,Aquila chrysaetos
2019,575.25,62,Detroit River,Aquila chrysaetos
2018,541.75,49,Detroit River,Aquila chrysaetos
2017,636.75,96,Detroit River,Aquila chrysaetos
2016,635.5,77,Detroit River,Aquila chrysaetos
2015,648,100,Detroit River,Aquila chrysaetos
2014,627.5,129,Detroit River,Aquila chrysaetos
2013,642.5,69,Detroit River,Aquila chrysaetos
2012,619,51,Detroit River,Aquila chrysaetos
2011,591.5,167,Detroit River,Aquila chrysaetos
2010,564.5,76,Detroit River,Aquila chrysaetos
2009,519.42,117,Detroit River,Aquila chrysaetos
2008,464.9,89,Detroit River,Aquila chrysaetos
2007,598.5,124,Detroit River,Aquila chrysaetos
2006,475.75,124,Detroit River,Aquila chrysaetos
2005,456.25,45,Detroit River,Aquila chrysaetos
2004,478.75,79,Detroit River,Aquila chrysaetos
2003,545.33,60,Detroit River,Aquila chrysaetos
2002,561.5,79,Detroit River,Aquila chrysaetos
2001,526,120,Detroit River,Aquila chrysaetos
2000,510.2,188,Detroit River,Aquila chrysaetos
2023,963.97,259,Hawk Ridge,Aquila chrysaetos
2022,899.08,183,Hawk Ridge,Aquila chrysaetos
2021,904.67,111,Hawk Ridge,Aquila chrysaetos
2020,716.25,208,Hawk Ridge,Aquila chrysaetos
2019,859.42,203,Hawk Ridge,Aquila chrysaetos
2018,723.7,245,Hawk Ridge,Aquila chrysaetos
2017,721.18,202,Hawk Ridge,Aquila chrysaetos
2016,828,164,Hawk Ridge,Aquila chrysaetos
2015,804.33,209,Hawk Ridge,Aquila chrysaetos
2014,846.93,175,Hawk Ridge,Aquila chrysaetos
2013,830,178,Hawk Ridge,Aquila chrysaetos
2012,888.65,211,Hawk Ridge,Aquila chrysaetos
2011,961.4,164,Hawk Ridge,Aquila chrysaetos
2010,902.12,201,Hawk Ridge,Aquila chrysaetos
2009,908.27,223,Hawk Ridge,Aquila chrysaetos
2008,927.92,169,Hawk Ridge,Aquila chrysaetos
2007,784.1,118,Hawk Ridge,Aquila chrysaetos
2006,740,122,Hawk Ridge,Aquila chrysaetos
2005,756,183,Hawk Ridge,Aquila chrysaetos
2004,747.5,153,Hawk Ridge,Aquila chrysaetos
2003,798.5,158,Hawk Ridge,Aquila chrysaetos
2002,769.75,172,Hawk Ridge,Aquila chrysaetos
2001,774.5,173,Hawk Ridge,Aquila chrysaetos
2000,760.5,115,Hawk Ridge,Aquila chrysaetos
2023,797.42,0,Corpus Christi,Aquila chrysaetos
2022,835.1,5,Corpus Christi,Aquila chrysaetos
2021,849.83,2,Corpus Christi,Aquila chrysaetos
2020,819.5,4,Corpus Christi,Aquila chrysaetos
2019,852.75,3,Corpus Christi,Aquila chrysaetos
2018,831.53,1,Corpus Christi,Aquila chrysaetos
2017,828.25,0,Corpus Christi,Aquila chrysaetos
2016,634,0,Corpus Christi,Aquila chrysaetos
2015,597,2,Corpus Christi,Aquila chrysaetos
2014,587,1,Corpus Christi,Aquila chrysaetos
2013,595.75,5,Corpus Christi,Aquila chrysaetos
2012,736.08,1,Corpus Christi,Aquila chrysaetos
2011,693.25,1,Corpus Christi,Aquila chrysaetos
2010,689.25,2,Corpus Christi,Aquila chrysaetos
2009,688,3,Corpus Christi,Aquila chrysaetos
2008,830.42,2,Corpus Christi,Aquila chrysaetos
2007,798.75,1,Corpus Christi,Aquila chrysaetos
2006,704.5,2,Corpus Christi,Aquila chrysaetos
2005,715.75,2,Corpus Christi,Aquila chrysaetos
2004,701,1,Corpus Christi,Aquila chrysaetos
2003,643.5,2,Corpus Christi,Aquila chrysaetos
2002,676.5,1,Corpus Christi,Aquila chrysaetos
2001,723.5,1,Corpus Christi,Aquila chrysaetos
2000,728.58,1,Corpus Christi,Aquila chrysaetos
2023,,,Golden Gate,Aquila chrysaetos
2022,410.75,8,Golden Gate,Aquila chrysaetos
2021,299.67,6,Golden Gate,Aquila chrysaetos
2020,443.62,13,Golden Gate,Aquila chrysaetos
2019,,,Golden Gate,Aquila chrysaetos
2018,407.62,14,Golden Gate,Aquila chrysaetos
2017,473.5,16,Golden Gate,Aquila chrysaetos
2016,439.67,13,Golden Gate,Aquila chrysaetos
2015,539.53,18,Golden Gate,Aquila chrysaetos
2014,487.7,32,Golden Gate,Aquila chrysaetos
2013,490.08,26,Golden Gate,Aquila chrysaetos
2012,441.55,13,Golden Gate,Aquila chrysaetos
2011,438.78,9,Golden Gate,Aquila chrysaetos
2010,465.3,13,Golden Gate,Aquila chrysaetos
2009,496.75,11,Golden Gate,Aquila chrysaetos
2008,508.4,18,Golden Gate,Aquila chrysaetos
2007,523.5,38,Golden Gate,Aquila chrysaetos
2006,492.25,24,Golden Gate,Aquila chrysaetos
2005,454.5,13,Golden Gate,Aquila chrysaetos
2004,528.67,21,Golden Gate,Aquila chrysaetos
2003,500.28,14,Golden Gate,Aquila chrysaetos
2002,523.58,21,Golden Gate,Aquila chrysaetos
2001,445.37,22,Golden Gate,Aquila chrysaetos
2000,550.52,20,Golden Gate,Aquila chrysaetos
2023,893.6,0,Veracruz,Aquila chrysaetos
2022,895.77,0,Veracruz,Aquila chrysaetos
2021,,,Veracruz,Aquila chrysaetos
2020,,,Veracruz,Aquila chrysaetos
2019,883.55,0,Veracruz,Aquila chrysaetos
2018,690.52,0,Veracruz,Aquila chrysaetos
2017,840.25,0,Veracruz,Aquila chrysaetos
2016,838.75,0,Veracruz,Aquila chrysaetos
2015,754.58,0,Veracruz,Aquila chrysaetos
2014,875.92,0,Veracruz,Aquila chrysaetos
2013,868.9,0,Veracruz,Aquila chrysaetos
2012,901.65,1,Veracruz,Aquila chrysaetos
2011,895.75,2,Veracruz,Aquila chrysaetos
2010,801.15,0,Veracruz,Aquila chrysaetos
2009,828.45,0,Veracruz,Aquila chrysaetos
2008,877.35,0,Veracruz,Aquila chrysaetos
2007,907.98,0,Veracruz,Aquila chrysaetos
2006,890.45,0,Veracruz,Aquila chrysaetos
2005,873.75,6,Veracruz,Aquila chrysaetos
2004,898.75,3,Veracruz,Aquila chrysaetos
2003,893.48,0,Veracruz,Aquila chrysaetos
2002,877.42,3,Veracruz,Aquila chrysaetos
2001,867.67,0,Veracruz,Aquila chrysaetos
2000,862.17,5,Veracruz,Aquila chrysaetos
2023,367,23,Bonney Butte,Aquila chrysaetos
2022,468.17,41,Bonney Butte,Aquila chrysaetos
2021,404.33,69,Bonney Butte,Aquila chrysaetos
2020,,,Bonney Butte,Aquila chrysaetos
2019,302.42,34,Bonney Butte,Aquila chrysaetos
2018,394.17,59,Bonney Butte,Aquila chrysaetos
2017,412.08,23,Bonney Butte,Aquila chrysaetos
2016,293.75,65,Bonney Butte,Aquila chrysaetos
2015,311.57,56,Bonney Butte,Aquila chrysaetos
2014,351.57,59,Bonney Butte,Aquila chrysaetos
2013,331.75,52,Bonney Butte,Aquila chrysaetos
2012,451.45,76,Bonney Butte,Aquila chrysaetos
2011,414.33,110,Bonney Butte,Aquila chrysaetos
2010,421.42,80,Bonney Butte,Aquila chrysaetos
2009,425.75,63,Bonney Butte,Aquila chrysaetos
2008,481.83,52,Bonney Butte,Aquila chrysaetos
2007,396,52,Bonney Butte,Aquila chrysaetos
2006,459.92,56,Bonney Butte,Aquila chrysaetos
2005,392.92,72,Bonney Butte,Aquila chrysaetos
2004,340.58,93,Bonney Butte,Aquila chrysaetos
2003,402.42,108,Bonney Butte,Aquila chrysaetos
2002,423.67,56,Bonney Butte,Aquila chrysaetos
2001,415.75,75,Bonney Butte,Aquila chrysaetos
2000,328.5,132,Bonney Butte,Aquila chrysaetos
2023,1112.58,985,Hawk Mountain,Buteo jamaicensis
2022,1075.92,1296,Hawk Mountain,Buteo jamaicensis
2021,1123.07,1157,Hawk Mountain,Buteo jamaicensis
2020,1084.6,1612,Hawk Mountain,Buteo jamaicensis
2019,1080.03,1404,Hawk Mountain,Buteo jamaicensis
2018,1027.02,1697,Hawk Mountain,Buteo jamaicensis
2017,1013.22,1122,Hawk Mountain,Buteo jamaicensis
2016,1137.5,2190,Hawk Mountain,Buteo jamaicensis
2015,1127.67,1372,Hawk Mountain,Buteo jamaicensis
2014,1102.03,2266,Hawk Mountain,Buteo jamaicensis
2013,1125.45,2036,Hawk Mountain,Buteo jamaicensis
2012,1108.2,2635,Hawk Mountain,Buteo jamaicensis
2011,1076.07,1705,Hawk Mountain,Buteo jamaicensis
2010,1087.1,3176,Hawk Mountain,Buteo jamaicensis
2009,1032.63,1729,Hawk Mountain,Buteo jamaicensis
2008,1082.32,1800,Hawk Mountain,Buteo jamaicensis
2007,1103.18,2356,Hawk Mountain,Buteo jamaicensis
2006,1114.82,3952,Hawk Mountain,Buteo jamaicensis
2005,1143.12,4552,Hawk Mountain,Buteo jamaicensis
2004,1079.95,2855,Hawk Mountain,Buteo jamaicensis
2003,1052.72,3402,Hawk Mountain,Buteo jamaicensis
2002,1039.05,3533,Hawk Mountain,Buteo jamaicensis
2001,1136.82,3714,Hawk Mountain,Buteo jamaicensis
2000,1125.43,2929,Hawk Mountain,Buteo jamaicensis
2023,714.3,4517,Goshutes,Buteo jamaicensis
2022,674.87,2685,Goshutes,Buteo jamaicensis
2021,672.13,2769,Goshutes,Buteo jamaicensis
2020,,,Goshutes,Buteo jamaicensis
2019,662.6,1830,Goshutes,Buteo jamaicensis
2018,706.75,4851,Goshutes,Buteo jamaicensis
2017,697.75,3884,Goshutes,Buteo jamaicensis
2016,649.17,3327,Goshutes,Buteo jamaicensis
2015,616.25,6988,Goshutes,Buteo jamaicensis
2014,641.17,5095,Goshutes,Buteo jamaicensis
2013,563.83,3589,Goshutes,Buteo jamaicensis
2012,741.25,3928,Goshutes,Buteo jamaicensis
2011,682.03,3237,Goshutes,Buteo jamaicensis
2010,692.6,4427,Goshutes,Buteo jamaicensis
2009,733.58,2913,Goshutes,Buteo jamaicensis
2008,761.07,2439,Goshutes,Buteo jamaicensis
2007,747.97,3511,Goshutes,Buteo jamaicensis
2006,719.58,3492,Goshutes,Buteo jamaicensis
2005,695.3,3678,Goshutes,Buteo jamaicensis
2004,641.75,3589,Goshutes,Buteo jamaicensis
2003,688.25,3903,Goshutes,Buteo jamaicensis
2002,725.67,3008,Goshutes,Buteo jamaicensis
2001,787.33,3926,Goshutes,Buteo jamaicensis
2000,681.5,3446,Goshutes,Buteo jamaicensis
2023,900.62,1300,Cape May,Buteo jamaicensis
2022,896.25,1843,Cape May,Buteo jamaicensis
2021,898,771,Cape May,Buteo jamaicensis
2020,873.27,1038,Cape May,Buteo jamaicensis
2019,905.67,748,Cape May,Buteo jamaicensis
2018,914.43,1500,Cape May,Buteo jamaicensis
2017,900.32,730,Cape May,Buteo jamaicensis
2016,933.32,1730,Cape May,Buteo jamaicensis
2015,884.55,1217,Cape May,Buteo jamaicensis
2014,906.67,1487,Cape May,Buteo jamaicensis
2013,866.58,2338,Cape May,Buteo jamaicensis
2012,1092,2361,Cape May,Buteo jamaicensis
2011,800.53,554,Cape May,Buteo jamaicensis
2010,882.25,1807,Cape May,Buteo jamaicensis
2009,869.2,1940,Cape May,Buteo jamaicensis
2008,808.5,739,Cape May,Buteo jamaicensis
2007,882.17,1362,Cape May,Buteo jamaicensis
2006,743.58,1987,Cape May,Buteo jamaicensis
2005,832.5,2327,Cape May,Buteo jamaicensis
2004,857.43,1938,Cape May,Buteo jamaicensis
2003,896.52,1258,Cape May,Buteo jamaicensis
2002,895.8,921,Cape May,Buteo jamaicensis
2001,822.8,1049,Cape May,Buteo jamaicensis
2000,859.33,1162,Cape May,Buteo jamaicensis
2023,564,3618,Detroit River,Buteo jamaicensis
2022,567.25,4299,Detroit River,Buteo jamaicensis
2021,546,3643,Detroit River,Buteo jamaicensis
2020,568,4241,Detroit River,Buteo jamaicensis
2019,575.25,4983,Detroit River,Buteo jamaicensis
2018,541.75,3041,Detroit River,Buteo jamaicensis
2017,636.75,2484,Detroit River,Buteo jamaicensis
2016,635.5,2917,Detroit River,Buteo jamaicensis
2015,648,4830,Detroit River,Buteo jamaicensis
2014,627.5,4616,Detroit River,Buteo jamaicensis
2013,642.5,3473,Detroit River,Buteo jamaicensis
2012,619,2986,Detroit River,Buteo jamaicensis
2011,591.5,4100,Detroit River,Buteo jamaicensis
2010,564.5,3207,Detroit River,Buteo jamaicensis
2009,519.42,2474,Detroit River,Buteo jamaicensis
2008,464.9,2507,Detroit River,Buteo jamaicensis
2007,598.5,9406,Detroit River,Buteo jamaicensis
2006,475.75,6025,Detroit River,Buteo jamaicensis
2005,456.25,2619,Detroit River,Buteo jamaicensis
2004,478.75,6155,Detroit River,Buteo jamaicensis
2003,545.33,5789,Detroit River,Buteo jamaicensis
2002,561.5,6565,Detroit River,Buteo jamaicensis
2001,526,8153,Detroit River,Buteo jamaicensis
2000,510.2,5754,Detroit River,Buteo jamaicensis
2023,682.5,1,Florida Keys,Buteo jamaicensis
2022,866.5,3,Florida Keys,Buteo jamaicensis
2021,904.25,3,Florida Keys,Buteo jamaicensis
2020,455.25,0,Florida Keys,Buteo jamaicensis
2019,409.25,0,Florida Keys,Buteo jamaicensis
2018,409.75,1,Florida Keys,Buteo jamaicensis
2017,25.75,0,Florida Keys,Buteo jamaicensis
2016,428,5,Florida Keys,Buteo jamaicensis
2015,298.25,0,Florida Keys,Buteo jamaicensis
2014,444.75,0,Florida Keys,Buteo jamaicensis
2013,362,0,Florida Keys,Buteo jamaicensis
2012,414.5,3,Florida Keys,Buteo jamaicensis
2011,420,3,Florida Keys,Buteo jamaicensis
2010,297.5,0,Florida Keys,Buteo jamaicensis
2009,,,Florida Keys,Buteo jamaicensis
2008,348.75,1,Florida Keys,Buteo jamaicensis
2007,361,1,Florida Keys,Buteo jamaicensis
2006,385.25,1,Florida Keys,Buteo jamaicensis
2005,329.5,0,Florida Keys,Buteo jamaicensis
2004,403.17,0,Florida Keys,Buteo jamaicensis
2003,462.5,1,Florida Keys,Buteo jamaicensis
2002,479.25,2,Florida Keys,Buteo jamaicensis
2001,459.5,5,Florida Keys,Buteo jamaicensis
2000,495,0,Florida Keys,Buteo jamaicensis
2023,963.97,5005,Hawk Ridge,Buteo jamaicensis
2022,899.08,4392,Hawk Ridge,Buteo jamaicensis
2021,904.67,3944,Hawk Ridge,Buteo jamaicensis
2020,716.25,4720,Hawk Ridge,Buteo jamaicensis
2019,859.42,6734,Hawk Ridge,Buteo jamaicensis
2018,723.7,6436,Hawk Ridge,Buteo jamaicensis
2017,721.18,6774,Hawk Ridge,Buteo jamaicensis
2016,828,8867,Hawk Ridge,Buteo jamaicensis
2015,804.33,7780,Hawk Ridge,Buteo jamaicensis
2014,846.93,6385,Hawk Ridge,Buteo jamaicensis
2013,830,6149,Hawk Ridge,Buteo jamaicensis
2012,888.65,6467,Hawk Ridge,Buteo jamaicensis
2011,961.4,7318,Hawk Ridge,Buteo jamaicensis
2010,902.12,5039,Hawk Ridge,Buteo jamaicensis
2009,908.27,6308,Hawk Ridge,Buteo jamaicensis
2008,927.92,6044,Hawk Ridge,Buteo jamaicensis
2007,784.1,5828,Hawk Ridge,Buteo jamaicensis
2006,740,11584,Hawk Ridge,Buteo jamaicensis
2005,756,6514,Hawk Ridge,Buteo jamaicensis
2004,747.5,6477,Hawk Ridge,Buteo jamaicensis
2003,798.5,12663,Hawk Ridge,Buteo jamaicensis
2002,769.75,10960,Hawk Ridge,Buteo jamaicensis
2001,774.5,9008,Hawk Ridge,Buteo jamaicensis
2000,760.5,4842,Hawk Ridge,Buteo jamaicensis
2023,797.42,239,Corpus Christi,Buteo jamaicensis
2022,835.1,285,Corpus Christi,Buteo jamaicensis
2021,849.83,251,Corpus Christi,Buteo jamaicensis
2020,819.5,192,Corpus Christi,Buteo jamaicensis
2019,852.75,258,Corpus Christi,Buteo jamaicensis
2018,831.53,376,Corpus Christi,Buteo jamaicensis
2017,828.25,139,Corpus Christi,Buteo jamaicensis
2016,634,44,Corpus Christi,Buteo jamaicensis
2015,597,67,Corpus Christi,Buteo jamaicensis
2014,587,85,Corpus Christi,Buteo jamaicensis
2013,595.75,61,Corpus Christi,Buteo jamaicensis
2012,736.08,148,Corpus Christi,Buteo jamaicensis
2011,693.25,143,Corpus Christi,Buteo jamaicensis
2010,689.25,163,Corpus Christi,Buteo jamaicensis
2009,688,80,Corpus Christi,Buteo jamaicensis
2008,830.42,126,Corpus Christi,Buteo jamaicensis
2007,798.75,122,Corpus Christi,Buteo jamaicensis
2006,704.5,363,Corpus Christi,Buteo jamaicensis
2005,715.75,103,Corpus Christi,Buteo jamaicensis
2004,701,180,Corpus Christi,Buteo jamaicensis
2003,643.5,192,Corpus Christi,Buteo jamaicensis
2002,676.5,182,Corpus Christi,Buteo jamaicensis
2001,723.5,96,Corpus Christi,Buteo jamaicensis
2000,728.58,237,Corpus Christi,Buteo jamaicensis
2023,,,Golden Gate,Buteo jamaicensis
2022,410.75,6195,Golden Gate,Buteo jamaicensis
2021,299.67,6830,Golden Gate,Buteo jamaicensis
2020,443.62,8267,Golden Gate,Buteo jamaicensis
2019,,,Golden Gate,Buteo jamaicensis
2018,407.62,9231,Golden Gate,Buteo jamaicensis
2017,473.5,9132,Golden Gate,Buteo jamaicensis
2016,439.67,5662,Golden Gate,Buteo jamaicensis
2015,539.53,10017,Golden Gate,Buteo jamaicensis
2014,487.7,7425,Golden Gate,Buteo jamaicensis
2013,490.08,9083,Golden Gate,Buteo jamaicensis
2012,441.55,8601,Golden Gate,Buteo jamaicensis
2011,438.78,7530,Golden Gate,Buteo jamaicensis
2010,465.3,6261,Golden Gate,Buteo jamaicensis
2009,496.75,8297,Golden Gate,Buteo jamaicensis
2008,508.4,6862,Golden Gate,Buteo jamaicensis
2007,523.5,11869,Golden Gate,Buteo jamaicensis
2006,492.25,11390,Golden Gate,Buteo jamaicensis
2005,454.5,7427,Golden Gate,Buteo jamaicensis
2004,528.67,13256,Golden Gate,Buteo jamaicensis
2003,500.28,7096,Golden Gate,Buteo jamaicensis
2002,523.58,12413,Golden Gate,Buteo jamaicensis
2001,445.37,8480,Golden Gate,Buteo jamaicensis
2000,550.52,7877,Golden Gate,Buteo jamaicensis
2023,893.6,21,Veracruz,Buteo jamaicensis
2022,895.77,31,Veracruz,Buteo jamaicensis
2021,,,Veracruz,Buteo jamaicensis
2020,,,Veracruz,Buteo jamaicensis
2019,883.55,63,Veracruz,Buteo jamaicensis
2018,690.52,67,Veracruz,Buteo jamaicensis
2017,840.25,134,Veracruz,Buteo jamaicensis
2016,838.75,21,Veracruz,Buteo jamaicensis
2015,754.58,31,Veracruz,Buteo jamaicensis
2014,875.92,35,Veracruz,Buteo jamaicensis
2013,868.9,49,Veracruz,Buteo jamaicensis
2012,901.65,133,Veracruz,Buteo jamaicensis
2011,895.75,141,Veracruz,Buteo jamaicensis
2010,801.15,94,Veracruz,Buteo jamaicensis
2009,828.45,75,Veracruz,Buteo jamaicensis
2008,877.35,56,Veracruz,Buteo jamaicensis
2007,907.98,130,Veracruz,Buteo jamaicensis
2006,890.45,172,Veracruz,Buteo jamaicensis
2005,873.75,68,Veracruz,Buteo jamaicensis
2004,898.75,63,Veracruz,Buteo jamaicensis
2003,893.48,73,Veracruz,Buteo jamaicensis
2002,877.42,73,Veracruz,Buteo jamaicensis
2001,867.67,90,Veracruz,Buteo jamaicensis
2000,862.17,97,Veracruz,Buteo jamaicensis
2023,367,273,Bonney Butte,Buteo jamaicensis
2022,468.17,275,Bonney Butte,Buteo jamaicensis
2021,404.33,626,Bonney Butte,Buteo jamaicensis
2020,,,Bonney Butte,Buteo jamaicensis
2019,302.42,268,Bonney Butte,Buteo jamaicensis
2018,394.17,682,Bonney Butte,Buteo jamaicensis
2017,412.08,353,Bonney Butte,Buteo jamaicensis
2016,293.75,344,Bonney Butte,Buteo jamaicensis
2015,311.57,614,Bonney Butte,Buteo jamaicensis
2014,351.57,415,Bonney Butte,Buteo jamaicensis
2013,331.75,444,Bonney Butte,Buteo jamaicensis
2012,451.45,605,Bonney Butte,Buteo jamaicensis
2011,414.33,775,Bonney Butte,Buteo jamaicensis
2010,421.42,588,Bonney Butte,Buteo jamaicensis
2009,425.75,360,Bonney Butte,Buteo jamaicensis
2008,481.83,359,Bonney Butte,Buteo jamaicensis
2007,396,388,Bonney Butte,Buteo jamaicensis
2006,459.92,531,Bonney Butte,Buteo jamaicensis
2005,392.92,562,Bonney Butte,Buteo jamaicensis
2004,340.58,723,Bonney Butte,Buteo jamaicensis
2003,402.42,744,Bonney Butte,Buteo jamaicensis
2002,423.67,425,Bonney Butte,Buteo jamaicensis
2001,415.75,513,Bonney Butte,Buteo jamaicensis
2000,328.5,680,Bonney Butte,Buteo jamaicensis
2023,1112.58,112,Hawk Mountain,Buteo lineatus
2022,1075.92,144,Hawk Mountain,Buteo lineatus
2021,1123.07,145,Hawk Mountain,Buteo lineatus
2020,1084.6,216,Hawk Mountain,Buteo lineatus
2019,1080.03,137,Hawk Mountain,Buteo lineatus
2018,1027.02,207,Hawk Mountain,Buteo lineatus
2017,1013.22,162,Hawk Mountain,Buteo lineatus
2016,1137.5,149,Hawk Mountain,Buteo lineatus
2015,1127.67,115,Hawk Mountain,Buteo lineatus
2014,1102.03,197,Hawk Mountain,Buteo lineatus
2013,1125.45,167,Hawk Mountain,Buteo lineatus
2012,1108.2,192,Hawk Mountain,Buteo lineatus
2011,1076.07,117,Hawk Mountain,Buteo lineatus
2010,1087.1,170,Hawk Mountain,Buteo lineatus
2009,1032.63,141,Hawk Mountain,Buteo lineatus
2008,1082.32,137,Hawk Mountain,Buteo lineatus
2007,1103.18,219,Hawk Mountain,Buteo lineatus
2006,1114.82,256,Hawk Mountain,Buteo lineatus
2005,1143.12,346,Hawk Mountain,Buteo lineatus
2004,1079.95,212,Hawk Mountain,Buteo lineatus
2003,1052.72,242,Hawk Mountain,Buteo lineatus
2002,1039.05,241,Hawk Mountain,Buteo lineatus
2001,1136.82,275,Hawk Mountain,Buteo lineatus
2000,1125.43,203,Hawk Mountain,Buteo lineatus
2023,900.62,432,Cape May,Buteo lineatus
2022,896.25,850,Cape May,Buteo lineatus
2021,898,415,Cape May,Buteo lineatus
2020,873.27,580,Cape May,Buteo lineatus
